SEASON,GAME_DATE,GAME_NUMBER,MATCHUP,HOME_AWAY,OPP_ABBR,WL,RESULT_LABEL,PTS,PTS_DIFF,MARGIN,IS_WIN,IS_CLOSE,IS_RIVALRY,IS_STAR_MOMENT,IS_BLOWOUT_WIN,ACTIVATION_SCORE,AWARENESS_EVENT,ACTIVATION_EVENT,ACTIVATIONS_LAST_7D,ENGAGEMENT_EVENT,FAN_STAGE,MONTH,ISO_YEAR,ISO_WEEK
2023-24,2023-11-13,10,NYK @ BOS,AWAY,BOS,L,Loss,98,-16.0,16.0,0,0,1,0,0,1,1,0,0.0,0,Aware,Nov 2023,2023,46
2023-24,2023-11-15,11,NYK @ ATL,AWAY,ATL,W,Win,116,2.0,2.0,1,1,0,0,0,4,1,1,1.0,0,Activated,Nov 2023,2023,46
2023-24,2023-11-17,12,NYK @ WAS,AWAY,WAS,W,Win,120,21.0,21.0,1,0,0,0,1,2,1,0,1.0,0,Aware,Nov 2023,2023,46
2023-24,2023-11-18,13,NYK @ CHA,AWAY,CHA,W,Win,122,14.0,14.0,1,0,0,0,0,1,1,0,1.0,0,Aware,Nov 2023,2023,46
2023-24,2023-11-20,14,NYK @ MIN,AWAY,MIN,L,Loss,100,-17.0,17.0,0,0,0,0,0,0,1,0,1.0,0,Aware,Nov 2023,2023,47
2023-24,2023-11-24,15,NYK vs. MIA,HOME,MIA,W,Win,100,2.0,2.0,1,1,1,0,0,5,1,1,1.0,0,Activated,Nov 2023,2023,47
2023-24,2023-11-26,16,NYK vs. PHX,HOME,PHX,L,Loss,113,-3.0,3.0,0,1,0,0,0,3,1,0,1.0,0,Aware,Nov 2023,2023,47
2023-24,2023-11-28,17,NYK vs. CHA,HOME,CHA,W,Win,115,24.0,24.0,1,0,0,0,1,2,1,0,1.0,0,Aware,Nov 2023,2023,48
2023-24,2023-11-30,18,NYK vs. DET,HOME,DET,W,Win,118,6.0,6.0,1,0,0,0,0,1,1,0,1.0,0,Aware,Nov 2023,2023,48
2023-24,2023-12-01,19,NYK @ TOR,AWAY,TOR,W,Win,119,13.0,13.0,1,0,0,0,0,1,1,0,0.0,0,Aware,Dec 2023,2023,48
2023-24,2023-12-05,20,NYK @ MIL,AWAY,MIL,L,Loss,122,-24.0,24.0,0,0,0,0,0,0,1,0,0.0,0,Aware,Dec 2023,2023,49
2023-24,2023-12-08,21,NYK @ BOS,AWAY,BOS,L,Loss,123,-10.0,10.0,0,0,1,0,0,1,1,0,0.0,0,Aware,Dec 2023,2023,49
2023-24,2023-12-11,22,NYK vs. TOR,HOME,TOR,W,Win,136,6.0,6.0,1,0,0,0,0,1,1,0,0.0,0,Aware,Dec 2023,2023,50
2023-24,2023-12-13,23,NYK @ UTA,AWAY,UTA,L,Loss,113,-4.0,4.0,0,1,0,0,0,3,1,0,0.0,0,Aware,Dec 2023,2023,50
2023-24,2023-12-15,24,NYK @ PHX,AWAY,PHX,W,Win,139,17.0,17.0,1,0,0,0,1,2,1,0,0.0,0,Aware,Dec 2023,2023,50
2023-24,2023-12-16,25,NYK @ LAC,AWAY,LAC,L,Loss,122,-22.0,22.0,0,0,0,0,0,0,1,0,0.0,0,Aware,Dec 2023,2023,50
2023-24,2023-12-18,26,NYK @ LAL,AWAY,LAL,W,Win,114,5.0,5.0,1,1,1,0,0,5,1,1,1.0,0,Activated,Dec 2023,2023,51
2023-24,2023-12-20,27,NYK @ BKN,AWAY,BKN,W,Win,121,19.0,19.0,1,0,1,0,1,3,1,0,1.0,0,Aware,Dec 2023,2023,51
2023-24,2023-12-23,28,NYK vs. MIL,HOME,MIL,L,Loss,111,-19.0,19.0,0,0,0,0,0,0,1,0,1.0,0,Aware,Dec 2023,2023,51
2023-24,2023-12-25,29,NYK vs. MIL,HOME,MIL,W,Win,129,7.0,7.0,1,0,0,0,0,1,1,0,0.0,0,Aware,Dec 2023,2023,52
2023-24,2023-12-27,30,NYK @ OKC,AWAY,OKC,L,Loss,120,-9.0,9.0,0,0,0,0,0,0,1,0,0.0,0,Aware,Dec 2023,2023,52
2023-24,2023-12-29,31,NYK @ ORL,AWAY,ORL,L,Loss,108,-9.0,9.0,0,0,0,0,0,0,1,0,0.0,0,Aware,Dec 2023,2023,52
2023-24,2023-12-30,32,NYK @ IND,AWAY,IND,L,Loss,126,-14.0,14.0,0,0,0,0,0,0,1,0,0.0,0,Aware,Dec 2023,2023,52
2023-24,2024-01-01,33,NYK vs. MIN,HOME,MIN,W,Win,112,6.0,6.0,1,0,0,0,0,1,1,0,0.0,0,Aware,Jan 2024,2024,1
2023-24,2024-01-03,34,NYK vs. CHI,HOME,CHI,W,Win,116,16.0,16.0,1,0,0,0,1,2,1,0,0.0,0,Aware,Jan 2024,2024,1
2023-24,2024-01-05,35,NYK @ PHI,AWAY,PHI,W,Win,128,36.0,36.0,1,0,1,0,1,3,1,0,0.0,0,Aware,Jan 2024,2024,1
2023-24,2024-01-06,36,NYK @ WAS,AWAY,WAS,W,Win,121,16.0,16.0,1,0,0,0,1,2,1,0,0.0,0,Aware,Jan 2024,2024,1
2023-24,2024-01-09,37,NYK vs. POR,HOME,POR,W,Win,112,28.0,28.0,1,0,0,0,1,2,1,0,0.0,0,Aware,Jan 2024,2024,2
2023-24,2024-01-11,38,NYK @ DAL,AWAY,DAL,L,Loss,124,-4.0,4.0,0,1,0,1,0,4,1,1,1.0,0,Activated,Jan 2024,2024,2
2023-24,2024-01-13,39,NYK @ MEM,AWAY,MEM,W,Win,106,12.0,12.0,1,0,0,0,0,1,1,0,1.0,0,Aware,Jan 2024,2024,2
2023-24,2024-01-15,40,NYK vs. ORL,HOME,ORL,L,Loss,94,-4.0,4.0,0,1,0,0,0,3,1,0,1.0,0,Aware,Jan 2024,2024,3
2023-24,2024-01-17,41,NYK vs. HOU,HOME,HOU,W,Win,109,15.0,15.0,1,0,0,0,1,2,1,0,1.0,0,Aware,Jan 2024,2024,3
2023-24,2024-01-18,42,NYK vs. WAS,HOME,WAS,W,Win,113,4.0,4.0,1,1,0,0,0,4,1,1,1.0,0,Activated,Jan 2024,2024,3
2023-24,2024-01-20,43,NYK vs. TOR,HOME,TOR,W,Win,126,26.0,26.0,1,0,0,0,1,2,1,0,1.0,0,Aware,Jan 2024,2024,3
2023-24,2024-01-23,44,NYK @ BKN,AWAY,BKN,W,Win,108,5.0,5.0,1,1,1,0,0,5,1,1,2.0,1,Engaged,Jan 2024,2024,4
2023-24,2024-01-25,45,NYK vs. DEN,HOME,DEN,W,Win,122,38.0,38.0,1,0,0,0,1,2,1,0,1.0,0,Aware,Jan 2024,2024,4
2023-24,2024-01-27,46,NYK vs. MIA,HOME,MIA,W,Win,125,16.0,16.0,1,0,1,0,1,3,1,0,1.0,0,Aware,Jan 2024,2024,4
2023-24,2024-01-29,47,NYK @ CHA,AWAY,CHA,W,Win,113,21.0,21.0,1,0,0,0,1,2,1,0,1.0,0,Aware,Jan 2024,2024,5
2023-24,2024-01-30,48,NYK vs. UTA,HOME,UTA,W,Win,118,15.0,15.0,1,0,0,0,1,2,1,0,0.0,0,Aware,Jan 2024,2024,5
2023-24,2024-02-01,49,NYK vs. IND,HOME,IND,W,Win,109,4.0,4.0,1,1,0,0,0,4,1,1,1.0,0,Activated,Feb 2024,2024,5
2023-24,2024-02-03,50,NYK vs. LAL,HOME,LAL,L,Loss,105,-8.0,8.0,0,0,1,0,0,1,1,0,1.0,0,Aware,Feb 2024,2024,5
2023-24,2024-02-06,51,NYK vs. MEM,HOME,MEM,W,Win,123,10.0,10.0,1,0,0,0,0,1,1,0,1.0,0,Aware,Feb 2024,2024,6
2023-24,2024-02-08,52,NYK vs. DAL,HOME,DAL,L,Loss,108,-14.0,14.0,0,0,0,0,0,0,1,0,0.0,0,Aware,Feb 2024,2024,6
2023-24,2024-02-10,53,NYK vs. IND,HOME,IND,L,Loss,111,-14.0,14.0,0,0,0,0,0,0,1,0,0.0,0,Aware,Feb 2024,2024,6
2023-24,2024-02-12,54,NYK @ HOU,AWAY,HOU,L,Loss,103,-2.0,2.0,0,1,0,0,0,3,1,0,0.0,0,Aware,Feb 2024,2024,7
2023-24,2024-02-14,55,NYK @ ORL,AWAY,ORL,L,Loss,100,-18.0,18.0,0,0,0,0,0,0,1,0,0.0,0,Aware,Feb 2024,2024,7
2023-24,2024-02-22,56,NYK @ PHI,AWAY,PHI,W,Win,110,14.0,14.0,1,0,1,0,0,2,1,0,0.0,0,Aware,Feb 2024,2024,8
2023-24,2024-02-24,57,NYK vs. BOS,HOME,BOS,L,Loss,102,-14.0,14.0,0,0,1,0,0,1,1,0,0.0,0,Aware,Feb 2024,2024,8
2023-24,2024-02-26,58,NYK vs. DET,HOME,DET,W,Win,113,2.0,2.0,1,1,0,0,0,4,1,1,1.0,0,Activated,Feb 2024,2024,9
2023-24,2024-02-27,59,NYK vs. NOP,HOME,NOP,L,Loss,92,-23.0,23.0,0,0,0,0,0,0,1,0,1.0,0,Aware,Feb 2024,2024,9
2023-24,2024-02-29,60,NYK vs. GSW,HOME,GSW,L,Loss,99,-11.0,11.0,0,0,0,0,0,0,1,0,1.0,0,Aware,Feb 2024,2024,9
2023-24,2024-03-03,61,NYK @ CLE,AWAY,CLE,W,Win,107,9.0,9.0,1,0,0,0,0,1,1,0,1.0,0,Aware,Mar 2024,2024,9
2023-24,2024-03-05,62,NYK vs. ATL,HOME,ATL,L,Loss,100,-16.0,16.0,0,0,0,0,0,0,1,0,0.0,0,Aware,Mar 2024,2024,10
2023-24,2024-03-08,63,NYK vs. ORL,HOME,ORL,W,Win,98,24.0,24.0,1,0,0,0,1,2,1,0,0.0,0,Aware,Mar 2024,2024,10
2023-24,2024-03-10,64,NYK vs. PHI,HOME,PHI,L,Loss,73,-6.0,6.0,0,0,1,0,0,1,1,0,0.0,0,Aware,Mar 2024,2024,10
2023-24,2024-03-12,65,NYK vs. PHI,HOME,PHI,W,Win,106,27.0,27.0,1,0,1,0,1,3,1,0,0.0,0,Aware,Mar 2024,2024,11
2023-24,2024-03-14,66,NYK @ POR,AWAY,POR,W,Win,105,12.0,12.0,1,0,0,0,0,1,1,0,0.0,0,Aware,Mar 2024,2024,11
2023-24,2024-03-16,67,NYK @ SAC,AWAY,SAC,W,Win,98,7.0,7.0,1,0,0,0,0,1,1,0,0.0,0,Aware,Mar 2024,2024,11
2023-24,2024-03-18,68,NYK @ GSW,AWAY,GSW,W,Win,119,7.0,7.0,1,0,0,0,0,1,1,0,0.0,0,Aware,Mar 2024,2024,12
2023-24,2024-03-21,69,NYK @ DEN,AWAY,DEN,L,Loss,100,-13.0,13.0,0,0,0,0,0,0,1,0,0.0,0,Aware,Mar 2024,2024,12
2023-24,2024-03-23,70,NYK vs. BKN,HOME,BKN,W,Win,105,12.0,12.0,1,0,1,0,0,2,1,0,0.0,0,Aware,Mar 2024,2024,12
2023-24,2024-03-25,71,NYK vs. DET,HOME,DET,W,Win,124,25.0,25.0,1,0,0,0,1,2,1,0,0.0,0,Aware,Mar 2024,2024,13
2023-24,2024-03-27,72,NYK @ TOR,AWAY,TOR,W,Win,145,44.0,44.0,1,0,0,0,1,2,1,0,0.0,0,Aware,Mar 2024,2024,13
2023-24,2024-03-29,73,NYK @ SAS,AWAY,SAS,L,Loss,126,-4.0,4.0,0,1,0,1,0,4,1,1,1.0,0,Activated,Mar 2024,2024,13
2023-24,2024-03-31,74,NYK vs. OKC,HOME,OKC,L,Loss,112,-1.0,1.0,0,1,0,0,0,3,1,0,1.0,0,Aware,Mar 2024,2024,13
2023-24,2024-04-02,75,NYK @ MIA,AWAY,MIA,L,Loss,99,-10.0,10.0,0,0,1,0,0,1,1,0,1.0,0,Aware,Apr 2024,2024,14
2023-24,2024-04-04,76,NYK vs. SAC,HOME,SAC,W,Win,120,11.0,11.0,1,0,0,0,0,1,1,0,1.0,0,Aware,Apr 2024,2024,14
2023-24,2024-04-05,77,NYK @ CHI,AWAY,CHI,L,Loss,100,-8.0,8.0,0,0,0,0,0,0,1,0,0.0,0,Aware,Apr 2024,2024,14
2023-24,2024-04-07,78,NYK @ MIL,AWAY,MIL,W,Win,122,13.0,13.0,1,0,0,0,0,1,1,0,0.0,0,Aware,Apr 2024,2024,14
2023-24,2024-04-09,79,NYK @ CHI,AWAY,CHI,W,Win,128,11.0,11.0,1,0,0,0,0,1,1,0,0.0,0,Aware,Apr 2024,2024,15
2023-24,2024-04-11,80,NYK @ BOS,AWAY,BOS,W,Win,118,9.0,9.0,1,0,1,0,0,2,1,0,0.0,0,Aware,Apr 2024,2024,15
2023-24,2024-04-12,81,NYK vs. BKN,HOME,BKN,W,Win,111,4.0,4.0,1,1,1,0,0,5,1,1,1.0,0,Activated,Apr 2024,2024,15
2023-24,2024-04-14,82,NYK vs. CHI,HOME,CHI,W,Win,120,1.0,1.0,1,1,0,1,0,5,1,1,2.0,1,Engaged,Apr 2024,2024,15
2024-25,2024-10-22,1,NYK @ BOS,AWAY,BOS,L,Loss,109,-23.0,23.0,0,0,1,0,0,1,1,0,0.0,0,Aware,Oct 2024,2024,43
2024-25,2024-10-25,2,NYK vs. IND,HOME,IND,W,Win,123,25.0,25.0,1,0,0,0,1,2,1,0,0.0,0,Aware,Oct 2024,2024,43
2024-25,2024-10-28,3,NYK vs. CLE,HOME,CLE,L,Loss,104,-6.0,6.0,0,0,0,0,0,0,1,0,0.0,0,Aware,Oct 2024,2024,44
2024-25,2024-10-30,4,NYK @ MIA,AWAY,MIA,W,Win,116,9.0,9.0,1,0,1,0,0,2,1,0,0.0,0,Aware,Oct 2024,2024,44
2024-25,2024-11-01,5,NYK @ DET,AWAY,DET,W,Win,128,30.0,30.0,1,0,0,0,1,2,1,0,0.0,0,Aware,Nov 2024,2024,44
2024-25,2024-11-04,6,NYK @ HOU,AWAY,HOU,L,Loss,97,-12.0,12.0,0,0,0,0,0,0,1,0,0.0,0,Aware,Nov 2024,2024,45
2024-25,2024-11-06,7,NYK @ ATL,AWAY,ATL,L,Loss,116,-5.0,5.0,0,1,0,0,0,3,1,0,0.0,0,Aware,Nov 2024,2024,45
2024-25,2024-11-08,8,NYK vs. MIL,HOME,MIL,W,Win,116,22.0,22.0,1,0,0,0,1,2,1,0,0.0,0,Aware,Nov 2024,2024,45
2024-25,2024-11-10,9,NYK @ IND,AWAY,IND,L,Loss,121,-11.0,11.0,0,0,0,0,0,0,1,0,0.0,0,Aware,Nov 2024,2024,45
2024-25,2024-11-12,10,NYK @ PHI,AWAY,PHI,W,Win,111,12.0,12.0,1,0,1,0,0,2,1,0,0.0,0,Aware,Nov 2024,2024,46
2024-25,2024-11-13,11,NYK vs. CHI,HOME,CHI,L,Loss,123,-1.0,1.0,0,1,0,1,0,4,1,1,1.0,0,Activated,Nov 2024,2024,46
2024-25,2024-11-15,12,NYK vs. BKN,HOME,BKN,W,Win,124,2.0,2.0,1,1,1,1,0,6,1,1,2.0,1,Engaged,Nov 2024,2024,46
2024-25,2024-11-17,13,NYK vs. BKN,HOME,BKN,W,Win,114,10.0,10.0,1,0,1,0,0,2,1,0,2.0,1,Engaged,Nov 2024,2024,46
2024-25,2024-11-18,14,NYK vs. WAS,HOME,WAS,W,Win,134,28.0,28.0,1,0,0,0,1,2,1,0,2.0,1,Engaged,Nov 2024,2024,47
2024-25,2024-11-20,15,NYK @ PHX,AWAY,PHX,W,Win,138,16.0,16.0,1,0,0,0,1,2,1,0,1.0,0,Aware,Nov 2024,2024,47
2024-25,2024-11-23,16,NYK @ UTA,AWAY,UTA,L,Loss,106,-15.0,15.0,0,0,0,0,0,0,1,0,0.0,0,Aware,Nov 2024,2024,47
2024-25,2024-11-25,17,NYK @ DEN,AWAY,DEN,W,Win,145,27.0,27.0,1,0,0,0,1,2,1,0,0.0,0,Aware,Nov 2024,2024,48
2024-25,2024-11-27,18,NYK @ DAL,AWAY,DAL,L,Loss,114,-15.0,15.0,0,0,0,0,0,0,1,0,0.0,0,Aware,Nov 2024,2024,48
2024-25,2024-11-29,19,NYK @ CHA,AWAY,CHA,W,Win,99,1.0,1.0,1,1,0,0,0,4,1,1,1.0,0,Activated,Nov 2024,2024,48
2024-25,2024-12-01,20,NYK vs. NOP,HOME,NOP,W,Win,118,33.0,33.0,1,0,0,0,1,2,1,0,1.0,0,Aware,Dec 2024,2024,48
2024-25,2024-12-03,21,NYK vs. ORL,HOME,ORL,W,Win,121,15.0,15.0,1,0,0,0,1,2,1,0,1.0,0,Aware,Dec 2024,2024,49
2024-25,2024-12-05,22,NYK vs. CHA,HOME,CHA,W,Win,125,24.0,24.0,1,0,0,0,1,2,1,0,1.0,0,Aware,Dec 2024,2024,49
2024-25,2024-12-07,23,NYK vs. DET,HOME,DET,L,Loss,111,-9.0,9.0,0,0,0,0,0,0,1,0,0.0,0,Aware,Dec 2024,2024,49
2024-25,2024-12-09,24,NYK @ TOR,AWAY,TOR,W,Win,113,5.0,5.0,1,1,0,0,0,4,1,1,1.0,0,Activated,Dec 2024,2024,50
2024-25,2024-12-11,25,NYK vs. ATL,HOME,ATL,L,Loss,100,-8.0,8.0,0,0,0,0,0,0,1,0,1.0,0,Aware,Dec 2024,2024,50
2024-25,2024-12-15,26,NYK @ ORL,AWAY,ORL,W,Win,100,9.0,9.0,1,0,0,0,0,1,1,0,1.0,0,Aware,Dec 2024,2024,50
2024-25,2024-12-19,27,NYK @ MIN,AWAY,MIN,W,Win,133,26.0,26.0,1,0,0,0,1,2,1,0,0.0,0,Aware,Dec 2024,2024,51
2024-25,2024-12-21,28,NYK @ NOP,AWAY,NOP,W,Win,104,11.0,11.0,1,0,0,0,0,1,1,0,0.0,0,Aware,Dec 2024,2024,51
2024-25,2024-12-23,29,NYK vs. TOR,HOME,TOR,W,Win,139,14.0,14.0,1,0,0,0,0,1,1,0,0.0,0,Aware,Dec 2024,2024,52
2024-25,2024-12-25,30,NYK vs. SAS,HOME,SAS,W,Win,117,3.0,3.0,1,1,0,0,0,4,1,1,1.0,0,Activated,Dec 2024,2024,52
2024-25,2024-12-27,31,NYK @ ORL,AWAY,ORL,W,Win,108,23.0,23.0,1,0,0,0,1,2,1,0,1.0,0,Aware,Dec 2024,2024,52
2024-25,2024-12-28,32,NYK @ WAS,AWAY,WAS,W,Win,136,4.0,4.0,1,1,0,1,0,5,1,1,2.0,1,Engaged,Dec 2024,2024,52
2024-25,2024-12-30,33,NYK @ WAS,AWAY,WAS,W,Win,126,20.0,20.0,1,0,0,0,1,2,1,0,2.0,1,Engaged,Dec 2024,2025,1
2024-25,2025-01-01,34,NYK vs. UTA,HOME,UTA,W,Win,119,16.0,16.0,1,0,0,0,1,2,1,0,1.0,0,Aware,Jan 2025,2025,1
2024-25,2025-01-03,35,NYK @ OKC,AWAY,OKC,L,Loss,107,-10.0,10.0,0,0,0,0,0,0,1,0,1.0,0,Aware,Jan 2025,2025,1
2024-25,2025-01-04,36,NYK @ CHI,AWAY,CHI,L,Loss,126,-13.0,13.0,0,0,0,0,0,0,1,0,0.0,0,Aware,Jan 2025,2025,1
2024-25,2025-01-06,37,NYK vs. ORL,HOME,ORL,L,Loss,94,-9.0,9.0,0,0,0,0,0,0,1,0,0.0,0,Aware,Jan 2025,2025,2
2024-25,2025-01-08,38,NYK vs. TOR,HOME,TOR,W,Win,112,14.0,14.0,1,0,0,0,0,1,1,0,0.0,0,Aware,Jan 2025,2025,2
2024-25,2025-01-10,39,NYK vs. OKC,HOME,OKC,L,Loss,101,-25.0,25.0,0,0,0,0,0,0,1,0,0.0,0,Aware,Jan 2025,2025,2
2024-25,2025-01-12,40,NYK vs. MIL,HOME,MIL,W,Win,140,34.0,34.0,1,0,0,0,1,2,1,0,0.0,0,Aware,Jan 2025,2025,2
2024-25,2025-01-13,41,NYK vs. DET,HOME,DET,L,Loss,119,-5.0,5.0,0,1,0,0,0,3,1,0,0.0,0,Aware,Jan 2025,2025,3
2024-25,2025-01-15,42,NYK @ PHI,AWAY,PHI,W,Win,125,6.0,6.0,1,0,1,0,0,2,1,0,0.0,0,Aware,Jan 2025,2025,3
2024-25,2025-01-17,43,NYK vs. MIN,HOME,MIN,L,Loss,99,-17.0,17.0,0,0,0,0,0,0,1,0,0.0,0,Aware,Jan 2025,2025,3
2024-25,2025-01-20,44,NYK vs. ATL,HOME,ATL,W,Win,119,9.0,9.0,1,0,0,0,0,1,1,0,0.0,0,Aware,Jan 2025,2025,4
2024-25,2025-01-21,45,NYK @ BKN,AWAY,BKN,W,Win,99,4.0,4.0,1,1,1,0,0,5,1,1,1.0,0,Activated,Jan 2025,2025,4
2024-25,2025-01-25,46,NYK vs. SAC,HOME,SAC,W,Win,143,23.0,23.0,1,0,0,0,1,2,1,0,1.0,0,Aware,Jan 2025,2025,4
2024-25,2025-01-27,47,NYK vs. MEM,HOME,MEM,W,Win,143,37.0,37.0,1,0,0,0,1,2,1,0,1.0,0,Aware,Jan 2025,2025,5
2024-25,2025-01-29,48,NYK vs. DEN,HOME,DEN,W,Win,122,10.0,10.0,1,0,0,0,0,1,1,0,0.0,0,Aware,Jan 2025,2025,5
2024-25,2025-02-01,49,NYK vs. LAL,HOME,LAL,L,Loss,112,-16.0,16.0,0,0,1,0,0,1,1,0,0.0,0,Aware,Feb 2025,2025,5
2024-25,2025-02-03,50,NYK vs. HOU,HOME,HOU,W,Win,124,6.0,6.0,1,0,0,0,0,1,1,0,0.0,0,Aware,Feb 2025,2025,6
2024-25,2025-02-04,51,NYK @ TOR,AWAY,TOR,W,Win,121,6.0,6.0,1,0,0,0,0,1,1,0,0.0,0,Aware,Feb 2025,2025,6
2024-25,2025-02-08,52,NYK vs. BOS,HOME,BOS,L,Loss,104,-27.0,27.0,0,0,1,0,0,1,1,0,0.0,0,Aware,Feb 2025,2025,6
2024-25,2025-02-11,53,NYK @ IND,AWAY,IND,W,Win,128,13.0,13.0,1,0,0,0,0,1,1,0,0.0,0,Aware,Feb 2025,2025,7
2024-25,2025-02-12,54,NYK vs. ATL,HOME,ATL,W,Win,149,1.0,1.0,1,1,0,1,0,5,1,1,1.0,0,Activated,Feb 2025,2025,7
2024-25,2025-02-20,55,NYK vs. CHI,HOME,CHI,W,Win,113,2.0,2.0,1,1,0,0,0,4,1,1,1.0,0,Activated,Feb 2025,2025,8
2024-25,2025-02-21,56,NYK @ CLE,AWAY,CLE,L,Loss,105,-37.0,37.0,0,0,0,0,0,0,1,0,1.0,0,Aware,Feb 2025,2025,8
2024-25,2025-02-23,57,NYK @ BOS,AWAY,BOS,L,Loss,105,-13.0,13.0,0,0,1,0,0,1,1,0,1.0,0,Aware,Feb 2025,2025,8
2024-25,2025-02-26,58,NYK vs. PHI,HOME,PHI,W,Win,110,5.0,5.0,1,1,1,0,0,5,1,1,2.0,1,Engaged,Feb 2025,2025,9
2024-25,2025-02-28,59,NYK @ MEM,AWAY,MEM,W,Win,114,1.0,1.0,1,1,0,0,0,4,1,1,2.0,1,Engaged,Feb 2025,2025,9
2024-25,2025-03-02,60,NYK @ MIA,AWAY,MIA,W,Win,116,4.0,4.0,1,1,1,0,0,5,1,1,3.0,1,Engaged,Mar 2025,2025,9
2024-25,2025-03-04,61,NYK vs. GSW,HOME,GSW,L,Loss,102,-12.0,12.0,0,0,0,0,0,0,1,0,3.0,1,Engaged,Mar 2025,2025,10
2024-25,2025-03-06,62,NYK @ LAL,AWAY,LAL,L,Loss,109,-4.0,4.0,0,1,1,0,0,4,1,1,3.0,1,Engaged,Mar 2025,2025,10
2024-25,2025-03-07,63,NYK @ LAC,AWAY,LAC,L,Loss,95,-10.0,10.0,0,0,0,0,0,0,1,0,2.0,1,Engaged,Mar 2025,2025,10
2024-25,2025-03-10,64,NYK @ SAC,AWAY,SAC,W,Win,133,29.0,29.0,1,0,0,0,1,2,1,0,1.0,0,Aware,Mar 2025,2025,11
2024-25,2025-03-12,65,NYK @ POR,AWAY,POR,W,Win,114,1.0,1.0,1,1,0,0,0,4,1,1,2.0,1,Engaged,Mar 2025,2025,11
2024-25,2025-03-15,66,NYK @ GSW,AWAY,GSW,L,Loss,94,-3.0,3.0,0,1,0,0,0,3,1,0,1.0,0,Aware,Mar 2025,2025,11
2024-25,2025-03-17,67,NYK vs. MIA,HOME,MIA,W,Win,116,21.0,21.0,1,0,1,0,1,3,1,0,1.0,0,Aware,Mar 2025,2025,12
2024-25,2025-03-19,68,NYK @ SAS,AWAY,SAS,L,Loss,105,-15.0,15.0,0,0,0,0,0,0,1,0,0.0,0,Aware,Mar 2025,2025,12
2024-25,2025-03-20,69,NYK @ CHA,AWAY,CHA,L,Loss,98,-17.0,17.0,0,0,0,0,0,0,1,0,0.0,0,Aware,Mar 2025,2025,12
2024-25,2025-03-22,70,NYK vs. WAS,HOME,WAS,W,Win,122,19.0,19.0,1,0,0,0,1,2,1,0,0.0,0,Aware,Mar 2025,2025,12
2024-25,2025-03-25,71,NYK vs. DAL,HOME,DAL,W,Win,128,15.0,15.0,1,0,0,0,1,2,1,0,0.0,0,Aware,Mar 2025,2025,13
2024-25,2025-03-26,72,NYK vs. LAC,HOME,LAC,L,Loss,113,-13.0,13.0,0,0,0,0,0,0,1,0,0.0,0,Aware,Mar 2025,2025,13
2024-25,2025-03-28,73,NYK @ MIL,AWAY,MIL,W,Win,116,9.0,9.0,1,0,0,0,0,1,1,0,0.0,0,Aware,Mar 2025,2025,13
2024-25,2025-03-30,74,NYK vs. POR,HOME,POR,W,Win,110,17.0,17.0,1,0,0,0,1,2,1,0,0.0,0,Aware,Mar 2025,2025,13
2024-25,2025-04-01,75,NYK vs. PHI,HOME,PHI,W,Win,105,14.0,14.0,1,0,1,0,0,2,1,0,0.0,0,Aware,Apr 2025,2025,14
2024-25,2025-04-02,76,NYK @ CLE,AWAY,CLE,L,Loss,105,-19.0,19.0,0,0,0,0,0,0,1,0,0.0,0,Aware,Apr 2025,2025,14
2024-25,2025-04-05,77,NYK @ ATL,AWAY,ATL,W,Win,121,16.0,16.0,1,0,0,0,1,2,1,0,0.0,0,Aware,Apr 2025,2025,14
2024-25,2025-04-06,78,NYK vs. PHX,HOME,PHX,W,Win,112,14.0,14.0,1,0,0,0,0,1,1,0,0.0,0,Aware,Apr 2025,2025,14
2024-25,2025-04-08,79,NYK vs. BOS,HOME,BOS,L,Loss,117,-2.0,2.0,0,1,1,0,0,4,1,1,1.0,0,Activated,Apr 2025,2025,15
2024-25,2025-04-10,80,NYK @ DET,AWAY,DET,L,Loss,106,-9.0,9.0,0,0,0,0,0,0,1,0,1.0,0,Aware,Apr 2025,2025,15
2024-25,2025-04-11,81,NYK vs. CLE,HOME,CLE,L,Loss,102,-6.0,6.0,0,0,0,0,0,0,1,0,1.0,0,Aware,Apr 2025,2025,15
2024-25,2025-04-13,82,NYK @ BKN,AWAY,BKN,W,Win,113,8.0,8.0,1,0,1,0,0,2,1,0,1.0,0,Aware,Apr 2025,2025,15
